Croatia,513210.62,497862.96,490469.2,486672.27,480671.22,484130.9,490461.49,497997.78,491819.13,486389.03,473439.89,466610.1,464947.18,462445.87,439619.16,439890.74,427417.02,431760.91,429354.08,409619.04,405162.65,395652.16,389822.64,375435.9,375943.98,389351.48,365886.41,370804.77,372958.87,377421.05,513210.62,497862.96,490469.2,486672.27,480671.22,484130.9,490461.49,497997.78,491819.13,486389.03,473439.89,466610.1,464947.18,462445.87,439619.16,439890.74,427417.02,431760.91,429354.08,409619.04,405162.65,395652.16,389822.64,375435.9,375943.98,389351.48,365886.41,370804.77,372958.87,377421.05,4090.37,3664.38,3610.2,3514.27,3385.02,3343.89,3379.43,3429.46,3296.77,3157.28,2984.83,2915.52,2716.99,2522.44,2461.09,2466.66,2352.11,2375.74,2351.07,2324.66,2242.84,2146.06,2047.34,1964.1,1897.12,1929.71,1903.02,1889.5,1871.36,1852.68,70148.48,70266.87,70238.81,70197.68,70137.45,70425.81,70194.24,69668.14,68665.57,67997.56,68071.65,68500.31,69024.66,69418.14,69538.86,70512.63,71114.44,72397.91,73180.29,73536.72,74589.63,75521.24,76513.93,76981.31,77951.14,79491.78,79769.88,81192.81,81904.07,82468.36
Cuba,595563.53,593797.98,608035.07,621745.88,626383.53,626540.9,624458.29,618222.47,622321.4,620989.73,605752.03,607377.97,576359.08,586925.48,595441.03,610839,584785.47,590320.42,601926.18,608715.33,618817.84,588591.34,608075.04,618959.27,634378.58,661383.51,666382.11,697094.07,708120.93,697012.14,595563.53,593797.98,608035.07,621745.88,626383.53,626540.9,624458.29,618222.47,622321.4,620989.73,605752.03,607377.97,576359.08,586925.48,595441.03,610839,584785.47,590320.42,601926.18,608715.33,618817.84,588591.34,608075.04,618959.27,634378.58,661383.51,666382.11,697094.07,708120.93,697012.14,46476.99,41514.78,36849.63,33962.22,32497.8,30364.48,26356.4,23208.49,21451.2,20198.34,18597.86,17238.35,16200.21,16054.6,15506.37,15477.27,13998.35,13529.79,13084.69,12913.06,12839.2,12642.05,12481.52,12321.25,12114.79,12116.1,11986.16,11929.2,11640.34,11469.42,123355.27,124993.04,126993.86,128674.47,130127.26,131158.53,132019.66,133398.11,134983.61,136610.75,137609.15,138979.72,139436.78,141767.71,143422.41,145280.54,145640.46,147467.21,149644.77,151654.44,153644.1,154293.54,157085.8,159015.43,161207.28,163896.53,165701.47,168817.61,170127.22,170488.44
Cyprus,47688.26,49467.93,50807.87,51392.8,51105.86,51248.28,51164.77,51581.55,52555.65,52872.49,51868.03,50655.2,50166.9,49725.95,49903.43,50451.23,51067.45,51054.21,49476.98,48382.35,47266.18,46029.6,45446.47,45699.27,46585.94,47582.57,47933.62,49089.03,50890.87,52869.5,47688.26,49467.93,50807.87,51392.8,51105.86,51248.28,51164.77,51581.55,52555.65,52872.49,51868.03,50655.2,50166.9,49725.95,49903.43,50451.23,51067.45,51054.21,49476.98,48382.35,47266.18,46029.6,45446.47,45699.27,46585.94,47582.57,47933.62,49089.03,50890.87,52869.5,1201.68,1145.73,1080.74,992,916.86,858.32,811.84,753.74,711.41,680.04,651.96,620.84,600.73,569.77,550.23,538.88,525.4,513.17,500.11,487.91,474.35,466.62,459.39,453.06,455.13,460.53,470.31,479.8,485.16,492.21,10537.23,10784.69,11042.5,11267.47,11474.27,11703.88,11920.31,12170.89,12447.76,12699.89,12939.08,13209.84,13526.04,13831,14186.76,14584.54,14998.58,15406.27,15729.94,16069.39,16407.3,16749.78,17130.79,17555.23,18016.74,18498.13,18971.73,19455.24,19951.71,20444.14
Czechia,1344442.81,1278820.51,1239574.07,1183709.96,1158611.15,1155734.61,1102606.73,1094504.1,1043395.03,1026261.06,1018717.85,1016317.16,980165.41,983601.86,936409.91,917271.35,875528.92,858810.79,852126.69,840760,832315.87,831639.71,824302.06,815243.82,793222.72,799231.23,792196.82,794828.73,814017.93,815586.53,1344442.81,1278820.51,1239574.07,1183709.96,1158611.15,1155734.61,1102606.73,1094504.1,1043395.03,1026261.06,1018717.85,1016317.16,980165.41,983601.86,936409.91,917271.35,875528.92,858810.79,852126.69,840760,832315.87,831639.71,824302.06,815243.82,793222.72,799231.23,792196.82,794828.73,814017.93,815586.53,8884.44,8695.34,8150.01,7777.15,8488.21,7452.21,7086.47,6930.19,6637.91,6519.5,6623.63,6359.65,6110.39,5933.37,5741.04,5597.35,5575,5561.6,5466.56,5388.2,5263.96,5196.37,5099.33,4993.66,4926.67,4956.74,5024.65,4979.66,4907.39,4898.56,150456.92,149971.87,150021.85,150046.62,150428.54,151409.2,151299.51,152836.96,153360.08,155008.84,157671.77,160101.1,160820.93,162545.36,162504.99,164061.16,164770.3,166233.51,168379.53,170419.04,173085.13,176692.4,179847.51,182556.31,184476.4,187405.61,189818.6,192177.37,194029.86,195273.72
Democratic Republic of Congo,1331585.42,1374256.38,1405634.11,1425187.17,1456163.08,1499185.62,1562266.89,1551456.21,1584565.49,1613845.75,1652099.45,1689482.49,1706424.11,1764714.62,1782965.39,1798258.63,1834053.05,1867984.75,1918815.97,1952194.98,1979914.65,2030776.83,2080395.6,2112861.23,2153634.11,2181920.37,2221082.46,2267204.29,2346868.88,2411861.73,1331585.42,1374256.38,1405634.11,1425187.17,1456163.08,1499185.62,1562266.89,1551456.21,1584565.49,1613845.75,1652099.45,1689482.49,1706424.11,1764714.62,1782965.39,1798258.63,1834053.05,1867984.75,1918815.97,1952194.98,1979914.65,2030776.83,2080395.6,2112861.23,2153634.11,2181920.37,2221082.46,2267204.29,2346868.88,2411861.73,3515320.28,3588643.28,3571358.16,3643975.27,3661159.62,3692573.97,3750388.19,3568004.96,3433621.62,3543760.66,3349945.89,3188015.4,3453469.05,3163144.54,3103257.41,2721258.56,2424822.77,2156918.62,2150317.31,2020587.15,2225901.88,2350192.63,2315851.11,2104796.68,1809949.11,1469411.72,1375924.07,1326272.53,1275330.75,1495039.95,360295.82,368982.69,376701.21,383621.38,390762.55,399936.47,409174.05,415128.73,423963.85,433421.66,445056.24,455948.5,465934.96,479254.29,489395.26,502055.35,517453.07,532849.03,550646.56,568363.07,585517.73,603897.12,622612.82,643243.33,663552.69,681826.48,704267.92,728927.09,754999.92,778072.58
Denmark,450302.55,440438.84,436913.27,432406.97,423085.79,410878.98,392055.83,371693.05,351723.82,345932.6,326656.79,322560.08,315409.04,302662.43,288598.79,274431.41,267166.07,259122.25,248132.38,241330.21,232781.84,223165.95,217415.15,213206.4,209034.01,208956.28,214148.47,218727.02,223444.5,228013.11,450302.55,440438.84,436913.27,432406.97,423085.79,410878.98,392055.83,371693.05,351723.82,345932.6,326656.79,322560.08,315409.04,302662.43,288598.79,274431.41,267166.07,259122.25,248132.38,241330.21,232781.84,223165.95,217415.15,213206.4,209034.01,208956.28,214148.47,218727.02,223444.5,228013.11,7345.09,7222.88,6924.54,6238.56,5698.59,5727.93,5152.03,4820.17,4542.89,4499.78,4447.92,4396.99,3992.8,4111.41,3830.76,3824.25,3703.1,3555.06,3543.66,3502.98,3489.03,3424.84,3361.43,3335.6,3333.33,3305.38,3327.08,3357.31,3368.28,3386.16,82853.36,83459.87,84172.83,84961.85,85712.98,86538.92,87019.31,87784.64,88563.8,89872.87,90609.22,91696.97,92551.97,92925.86,93232.56,93426.82,94246.69,95062.63,95601.72,96350.05,96932.11,97438.01,98266.35,99009.78,99681.02,101045.96,102368.67,103685.36,104918.67,106110.41
Djibouti,11219.39,11476.97,11973.67,12885.38,13128.75,14036.93,14606.92,14990.64,15853.66,16345.01,16808.05,17355.89,18113.22,18530.81,19996.96,20780.13,21400.15,22564.62,23560.33,24283.86,25530.8,26610.4,27715.9,28717.6,29080.15,30404.71,31366.47,32834.77,34471.1,35834.95,11219.39,11476.97,11973.67,12885.38,13128.75,14036.93,14606.92,14990.64,15853.66,16345.01,16808.05,17355.89,18113.22,18530.81,19996.96,20780.13,21400.15,22564.62,23560.33,24283.86,25530.8,26610.4,27715.9,28717.6,29080.15,30404.71,31366.47,32834.77,34471.1,35834.95,31090.44,33059.83,35828.94,37818.07,36033.64,37371.06,38511.96,38842.87,43186.65,42123.33,44045.6,45507.73,44830.97,38115.65,33978.77,33251.24,28237.11,27595.67,28475.85,27238.37,28346.15,31079.73,30333.65,28431.9,28811.75,27755.26,23415.55,22393.02,22467.49,21525.55,3594.42,3555.53,3607.07,3811.69,3929.26,4104.34,4269.55,4449.27,4677.53,4870.2,5060.64,5276.94,5531.63,5737.62,6030.23,6228.5,6436.24,6708.87,6953.05,7184.16,7479.11,7726.85,7971.47,8195.54,8343.17,8623,8952.45,9329.49,9669.04,9984.93
Dominica,4732.32,4761.69,4610.6,4552.5,4522.25,4466.66,4420.56,4324.18,4246.62,4286.21,4240.08,4164.81,4154.14,4149.87,4070.78,3994.27,4007.48,4031.11,4017.46,4023.5,4059.86,4119.03,4200.74,4259.06,4308.14,4336.07,4338.88,4371.11,4410.87,4446.88,4732.32,4761.69,4610.6,4552.5,4522.25,4466.66,4420.56,4324.18,4246.62,4286.21,4240.08,4164.81,4154.14,4149.87,4070.78,3994.27,4007.48,4031.11,4017.46,4023.5,4059.86,4119.03,4200.74,4259.06,4308.14,4336.07,4338.88,4371.11,4410.87,4446.88,315.62,306.5,291.14,278.38,266.12,256.42,248.76,238.87,232.55,227.57,219.23,208.85,200.12,195.89,190.54,190.55,185.77,185.87,188.09,187.91,187.09,183.45,180.39,179.08,178.1,175.53,170.3,172.78,174.76,172.96,1073.84,1084.88,1087.2,1095.4,1104.93,1111.9,1118.79,1123.69,1133,1148.84,1155.25,1153.15,1154.35,1155.35,1151.22,1149.72,1148.19,1144.07,1139.95,1141.21,1145.37,1147.14,1144.78,1150.02,1153.4,1153.48,1150.46,1149.94,1151.53,1155.31
Dominican Republic,221949.23,222015.31,221902.92,228807.68,230749.87,237767.5,250917.03,265322.87,275798.55,282826,284393,291593.74,304001.94,327775.23,356945.89,377235.14,393899.95,404202.04,412736.49,422266.45,430448.66,443656.72,477393.4,519372.2,552791.05,582694.11,598690.26,599415.32,600241.36,603526.87,221949.23,222015.31,221902.92,228807.68,230749.87,237767.5,250917.03,265322.87,275798.55,282826,284393,291593.74,304001.94,327775.23,356945.89,377235.14,393899.95,404202.04,412736.49,422266.45,430448.66,443656.72,477393.4,519372.2,552791.05,582694.11,598690.26,599415.32,600241.36,603526.87,118571.13,117257.57,111454.8,102847.41,91405.27,84898.57,80666.61,77250.81,71796.9,70318.43,66569.4,63675.97,60390.75,58538.73,59946.34,58745.12,55191.15,52363.23,49943.08,48467.07,48288.48,47773.27,52316.27,53302.47,51556.71,50741.96,49948.54,48059.49,46105.51,44595.44,68187.45,69267.04,70343.43,71931.23,73476.87,75198.56,77138.19,79159.86,81112.96,82942.35,84577.81,86513.43,88584.55,91310.31,94185.65,96414.4,98626.97,100606.56,102266.37,104004.46,105696.27,107623.98,110231.92,113221.79,115513.49,117870.09,120371.37,122345.77,123832.46,125539.57
East Asia & Pacific (WB),89361839.86,90058721.63,90804469.49,91473604.38,91868055.51,92728477.3,93710233.5,94295331.66,95830281.67,98514736.36,101732406.49,103967360.51,106762575.74,109254090.21,112062765.6,113297627.15,112861092.07,113673366.07,116044905.46,118792293.55,121844755.07,124249117.49,125646357.99,127424801.89,129191490.67,130958637.54,133404214.76,135446644.62,137405387.74,140073697.63,89361839.86,90058721.63,90804469.49,91473604.38,91868055.51,92728477.3,93710233.5,94295331.66,95830281.67,98514736.36,101732406.49,103967360.51,106762575.74,109254090.21,112062765.6,113297627.15,112861092.07,113673366.07,116044905.46,118792293.55,121844755.07,124249117.49,125646357.99,127424801.89,129191490.67,130958637.54,133404214.76,135446644.62,137405387.74,140073697.63,29050440.41,27695307.8,26231749,24693801.6,23411739.25,21995788.83,20451803.25,18869605.48,17368321.85,15513320.52,14311154.42,13297297.27,12415113.34,11621169.63,11062752.04,9943723.26,9342491.08,8922753.39,8103890.69,7721649.3,7472526.24,7163726.52,6621672.02,6456903.95,6169893.47,6047468.74,5771649.81,5565024.82,5227782.65,5017614.1,17110058.51,17511811.76,17934611.32,18322462.78,18727685.43,19103606.9,19436434.39,19759057.96,20104558.5,20463622.91,20858118.88,21284554.52,21737808.87,22223812.04,22736663.72,23176081.97,23577984.96,24052059.56,24566598.37,25067283.18,25558086.57,25990276.78,26410346.39,26834478.77,27319136.74,27779782.81,28313093.57,28827812.05,29392575.29,30024090.03
Eastern Mediterranean Region (WHO),20666110.45,21020892.54,21507355.32,22108369.72,22662790.51,23142998.33,23552967.81,24085545.02,24429325.25,24817892.24,25016436.93,25583607.03,26096485.03,26626068.08,26969530.93,27315356.96,27747583.94,28092277.01,28670432.07,29189328.83,29621555.55,30056387.95,30684401.75,31279222.46,31913527.7,32882271.4,33522555.71,34212917.37,34945528.4,35716294.52,20666110.45,21020892.54,21507355.32,22108369.72,22662790.51,23142998.33,23552967.81,24085545.02,24429325.25,24817892.24,25016436.93,25583607.03,26096485.03,26626068.08,26969530.93,27315356.96,27747583.94,28092277.01,28670432.07,29189328.83,29621555.55,30056387.95,30684401.75,31279222.46,31913527.7,32882271.4,33522555.71,34212917.37,34945528.4,35716294.52,24164577.18,23480015.51,23009926.39,22780813.71,22936044.18,22801342.86,22396470.59,22057352.92,21683542.29,21078783.09,20187598.41,19430508.65,18962629.29,17480575.97,16687641.58,15587469.43,15029466.74,14089579.9,11868421.81,10810817.29,10507579.75,10298924.67,9841435.19,9628262.74,9148764.36,8878450.4,8527518.13,8437498.6,8177802.02,7808645.69,3692163.8,3780439.7,3881023.18,3985404.32,4089868.99,4197477.08,4303885.45,4411089.02,4510402.25,4613718.75,4726097.59,4855409.58,4992126.26,5139844.72,5283350.12,5424343.75,5567653.3,5718719.09,5889713.24,6049822.9,6198496.2,6347126.74,6497692.51,6654379.49,6807174.19,6961008.45,7138825.3,7312114.8,7467576.46,7625820.17
Ecuador,250944.15,271944.53,271535.09,268844.45,270142.92,265327.43,272744.01,261211.43,269703.72,272936.35,275112.92,272206.29,304150.75,320496.38,330574.73,349058.81,358257.39,364868.75,372328.74,375246.74,381161.48,379499.43,393030.04,398947.75,403097.45,406830.75,422668.47,437429.71,447863.61,454848.55,250944.15,271944.53,271535.09,268844.45,270142.92,265327.43,272744.01,261211.43,269703.72,272936.35,275112.92,272206.29,304150.75,320496.38,330574.73,349058.81,358257.39,364868.75,372328.74,375246.74,381161.48,379499.43,393030.04,398947.75,403097.45,406830.75,422668.47,437429.71,447863.61,454848.55,83436.62,79176.74,74612.21,68334.43,64544.02,63105.47,60426.86,57976.41,56699.59,55125.18,53138.3,50083.54,49690.83,49351.87,46384.6,44934.35,42975.67,41116.52,38541.2,37314.68,34226.38,32343.62,31046.41,30753.27,33027.58,35105.57,36154.43,36786.75,37605.74,36888.07,108409.99,113599.82,116982.01,120144.49,123688.55,126850.3,130292.4,131648.19,134526.79,136319.32,138375.04,140751.36,145968.97,149673.5,153277.24,157145.34,160722.32,164316.89,168231.98,171486.86,175097.69,178136.58,181904.44,184877.91,187276.84,189754.58,194772.05,199965.6,204268.33,208414.08
Egypt,5150263.83,5059427.62,4967738.27,5057441.32,5089609.08,4987053.17,4953794.46,5004245.34,4986851.34,4999574.6,4879282.86,5116782.55,5277691.59,5462166.87,5485755.01,5501248.05,5614038.42,5646869.94,5793106.65,5986965.65,6114231.27,6178148.41,6379080.31,6341858.98,6460218.86,6824258.85,6872564.28,6887296.05,6967997.86,7054611.78,5150263.83,5059427.62,4967738.27,5057441.32,5089609.08,4987053.17,4953794.46,5004245.34,4986851.34,4999574.6,4879282.86,5116782.55,5277691.59,5462166.87,5485755.01,5501248.05,5614038.42,5646869.94,5793106.65,5986965.65,6114231.27,6178148.41,6379080.31,6341858.98,6460218.86,6824258.85,6872564.28,6887296.05,6967997.86,7054611.78,1336279.26,1279291.41,1170923.33,1057356.06,981388.92,922492.78,855562.14,797299.87,768754.9,645209.38,559290.54,464705.8,421902.64,375431.21,357587.22,344420.93,342508.22,336508.91,330371.64,311306.86,298946.13,298930.05,300480.75,304066.89,303610.89,321297.18,278126.81,269143.68,260420.89,253709.25,547167.9,556271.96,566306.01,580377.32,593905.33,605770.33,618876.06,633859.15,648498.57,665250.88,679883.46,702476.34,727123.32,752943,775413.85,794797.34,813620.03,831752.82,851651.78,872527.97,892780,913660.16,934114.08,949783.49,970006.29,993832.23,1011325.16,1026615.93,1040081.61,1050486.56
El Salvador,157236.09,156188.74,160139.96,162417.94,162215.4,153325.46,146851.63,145566.43,151403.84,141459.07,140009.59,137966.95,132946.26,137418.39,143427.49,146092.34,148556.6,147953.86,145303.01,154324.66,147090.58,152967.02,144807.86,152957.71,167187.95,170405.04,171550.25,174003.22,176276.79,179915.88,157236.09,156188.74,160139.96,162417.94,162215.4,153325.46,146851.63,145566.43,151403.84,141459.07,140009.59,137966.95,132946.26,137418.39,143427.49,146092.34,148556.6,147953.86,145303.01,154324.66,147090.58,152967.02,144807.86,152957.71,167187.95,170405.04,171550.25,174003.22,176276.79,179915.88,55722.54,53108.38,47728.74,42663.74,38444.59,33607.4,29572.26,25813.1,22644.8,19986.17,18122.09,16736.79,15087.86,31463.81,14336.11,13689.17,12635.35,11476.44,10665.67,10519.75,9484.86,9510.82,9368.77,9638.42,9846.17,9702.78,9629.99,9439.25,9503.58,9614.79,52023.7,53189,54362.71,55458.98,56521.38,57123.85,57726.43,58484.5,59428,59520.93,60181.85,60867.87,61404.61,62516.07,63642.02,64504.03,65382.99,66153.88,66815.89,68311.31,68928.62,70194.56,70690.98,72172.71,74028.57,74934.25,75742.75,76778.49,77729.58,78599.73
England,4186302.45,4097960.36,3999455.87,3939913.61,3789160.5,3728044.11,3624984.98,3511025.43,3435446.89,3347568,3204205.15,3095882.43,3032123.24,2947012.77,2791782.73,2680403.53,2586420.7,2504818.63,2445371.45,2354028.6,2298234.14,2241458.14,2225986.18,2227894.42,2210679.67,2233152.56,2237736.79,2252092.12,2324015.15,2365535.3,4186302.45,4097960.36,3999455.87,3939913.61,3789160.5,3728044.11,3624984.98,3511025.43,3435446.89,3347568,3204205.15,3095882.43,3032123.24,2947012.77,2791782.73,2680403.53,2586420.7,2504818.63,2445371.45,2354028.6,2298234.14,2241458.14,2225986.18,2227894.42,2210679.67,2233152.56,2237736.79,2252092.12,2324015.15,2365535.3,52537.7,51921.95,48447.93,47810.11,47117.56,47519.65,47672.42,47107.01,46254.95,45540.96,44414.05,47111.07,42254.45,42008.69,40998.79,40901.68,38957.41,38864.64,38360.25,37874.56,37434.83,37173.51,36806.47,36753.4,37009.96,37425.21,37499.12,37718.55,37831.74,38135.26,837099.87,839314.25,841087.22,844351.36,846728.56,854738.58,862006.36,868324.24,876223.87,884926.77,892130.34,904220.16,919601.74,935521.45,946089.31,959378.66,972110.91,983796.04,995332.18,1002343.78,1012581.81,1020533.84,1032264.42,1043413.82,1052062.61,1064674.81,1074710.49,1085274.81,1099332.08,1111174.47
Equatorial Guinea,20088.95,20181.66,20061.27,20205.04,20270.95,20546.28,20766.82,19761.79,19249.27,18919,18452.54,17706.27,16965.79,16957.57,17062.89,17121.57,17412.34,17526.18,17687.9,18095.11,18506.86,19344.96,19683.67,19756.02,20185.55,21112.87,22298.09,23190.47,24060.19,24770.86,20088.95,20181.66,20061.27,20205.04,20270.95,20546.28,20766.82,19761.79,19249.27,18919,18452.54,17706.27,16965.79,16957.57,17062.89,17121.57,17412.34,17526.18,17687.9,18095.11,18506.86,19344.96,19683.67,19756.02,20185.55,21112.87,22298.09,23190.47,24060.19,24770.86,52298.4,51272.82,50313.33,49103.09,47421.48,46376.25,44612.32,41348.37,38856.37,37835.27,36687.33,33751.33,30373.02,28885.03,27555.16,27404.34,22519.13,20633.55,19012.43,18557.1,17161.11,17390.01,16041.22,15112.03,14234.61,14984.36,14514.76,13146.37,12377.36,12113.99,4124.2,4279.23,4433.15,4617.35,4798.37,5020.71,5251.69,5461.47,5738.47,6067.83,6388.36,6668.78,7001.55,7400.61,7845.83,8286.4,8719.72,9119.58,9520.31,9981.58,10418.73,10929.41,11372.42,11788.54,12251.52,12732.14,13188.43,13569.83,13949.54,14323.17
Eritrea,97595.03,96109.92,98664.76,102238.3,107569.21,114779.49,115755.23,117155.29,116658.58,118400.72,120737.44,123045.62,131507.42,136089.16,140956.33,144466.84,148200.26,151961.08,156451.29,159777.14,162873.04,165524.1,169361.75,172799.49,175525.95,180290.58,183935.35,188673.01,194278.47,200233.95,97595.03,96109.92,98664.76,102238.3,107569.21,114779.49,115755.23,117155.29,116658.58,118400.72,120737.44,123045.62,131507.42,136089.16,140956.33,144466.84,148200.26,151961.08,156451.29,159777.14,162873.04,165524.1,169361.75,172799.49,175525.95,180290.58,183935.35,188673.01,194278.47,200233.95,388272.88,381910.23,356512.32,327783.8,311515.88,311134.85,301201.8,292191.53,278828.39,274141.41,260007.33,222677.77,206648.72,209176.87,159507.83,158715.91,168525.08,167370.49,171587.06,208911.42,195475.58,193919.33,197757.69,169385.8,156571.62,132953.49,107685.45,100911.93,98662.13,86041.85,21522.11,21351.01,22416.67,23699.74,25057.62,26433.2,27405.34,28503.14,29392.91,30464.91,31682,33121.94,35393.47,36888.31,38215.59,39221.98,40174.11,41083.76,41951.12,42633.44,43459.58,44368.97,45375.26,46357.52,47249.4,48375.51,49639.11,50941.67,52196.25,53443.61
Estonia,209000.26,214925.25,211362.5,226401.02,241523.05,226137.65,198542.8,195701.38,203346.28,192303.18,189456.01,193035.51,185517.34,178756.66,172754.72,166572.12,162875.98,161682.11,149654.61,142278.22,131409.82,131273.22,129280.22,123994.3,124505.18,120072.19,122732.36,123351.76,124183.61,124321.73,209000.26,214925.25,211362.5,226401.02,241523.05,226137.65,198542.8,195701.38,203346.28,192303.18,189456.01,193035.51,185517.34,178756.66,172754.72,166572.12,162875.98,161682.11,149654.61,142278.22,131409.82,131273.22,129280.22,123994.3,124505.18,120072.19,122732.36,123351.76,124183.61,124321.73,2310.89,2204.04,2127.95,2053.08,1980.42,1981.31,1643.2,1613.31,1578.43,1579.72,1594.42,1602.25,1481.37,1433.75,1359.3,1295.19,1242.57,1180.45,1103.91,1025.09,954.23,913.27,847.77,834.06,830.63,800.27,805.52,802.82,790.69,778.24,22550.4,22706.56,22612.21,22771.82,23068.68,22807.26,22240.26,22387.71,22664.22,22603.32,23020.84,23379.82,23611.85,23735.31,23961.67,24110.12,24242.6,24445.61,24263.5,24259.84,24148.5,24515.5,24908.64,25111.43,25444.83,25659.19,26039.08,26299.38,26553.49,26713.87
Eswatini,22718.32,23234.06,23434.98,23561.97,24252.48,25470.58,26796.75,27496.71,29136.66,30943.46,33710.06,35843.13,37934.99,39327.2,40534.71,41273.19,41046.93,41144.77,41299.72,41328.99,40692.14,39958.45,39782.3,39481.41,39136.59,38928.71,38841.24,39011.78,39456.96,40152.9,22718.32,23234.06,23434.98,23561.97,24252.48,25470.58,26796.75,27496.71,29136.66,30943.46,33710.06,35843.13,37934.99,39327.2,40534.71,41273.19,41046.93,41144.77,41299.72,41328.99,40692.14,39958.45,39782.3,39481.41,39136.59,38928.71,38841.24,39011.78,39456.96,40152.9,41478.12,40244.07,38895.92,37552.2,35965.01,32404.05,34480.12,26067.57,23374.93,21629.63,21833.65,22044.92,22333.84,19116.6,18536.85,18531.3,18445.05,17414.58,17797.4,16263.64,15173.06,14411.45,14718.27,14332.19,12484.83,12632.9,13170.05,10595.68,10353.43,10467.22,6778.75,7031.06,7267.03,7510.41,7767.37,8047.03,8345.74,8610.32,8920.05,9251.93,9612.98,9935.09,10224.18,10467.41,10584.38,10638.23,10665.82,10722.39,10763.43,10796.4,10818.34,10850.1,10903.53,10953.83,11045.2,11106.66,11135.28,11228.17,11385.39,11589.83
Ethiopia,1929815.3,1949132.57,1989702.72,2009520.45,2020327.79,2026480.28,2009374.96,2005059.71,1994532.3,1973804.82,1918238.27,1867776.13,1835160.43,1814430.65,1801367.61,1792413.46,1776895.22,1761809.43,1749841.98,1737696.18,1718907.52,1736161.57,1752137.18,1763541.83,1797990.19,1828852.33,1863999.86,1910088.69,1963667.35,2012731.74,1929815.3,1949132.57,1989702.72,2009520.45,2020327.79,2026480.28,2009374.96,2005059.71,1994532.3,1973804.82,1918238.27,1867776.13,1835160.43,1814430.65,1801367.61,1792413.46,1776895.22,1761809.43,1749841.98,1737696.18,1718907.52,1736161.57,1752137.18,1763541.83,1797990.19,1828852.33,1863999.86,1910088.69,1963667.35,2012731.74,9630796.1,9587408.51,9645510.19,9577173.63,9427666.88,9167176.36,9077672.69,8964431.76,8747333.1,8640872.06,8125783.73,7132427.73,6721141.23,6522680.23,6064292.69,5922109.57,5971403.56,5416002.14,5233246.82,4687603.62,4492908.9,4040108.49,3742004.64,3597566.58,3279663.2,3153001.81,3133633.39,2440645.78,2019445.03,1919253.21,374900.59,385213.18,397755.64,408574.13,418058.66,426623.99,432760.09,439115.18,446267.79,452175.32,455164.97,459408.63,465469.04,470685.53,476889.03,487538.38,496913.12,508276.63,519761.34,531261.77,542670.56,556608.63,568475.16,582172.33,599677,615142.93,634893.9,658543,680867.57,703161.77
Europe & Central Asia (WB),76914823.83,77875520.58,79875303.89,84808403.53,87904459.59,87376698.8,85189532.32,83221730.94,81943486.14,83706015.31,84357914.7,84686086.5,85995447.62,86549211.95,85037982.25,86264126.72,82648629.38,80803153.27,80079243.21,77259902.23,76370894.4,73666384.27,72495507.24,71330703.41,70741203.73,71965936.73,71071866.95,70251866.66,71014758.19,71675902.77,76914823.83,77875520.58,79875303.89,84808403.53,87904459.59,87376698.8,85189532.32,83221730.94,81943486.14,83706015.31,84357914.7,84686086.5,85995447.62,86549211.95,85037982.25,86264126.72,82648629.38,80803153.27,80079243.21,77259902.23,76370894.4,73666384.27,72495507.24,71330703.41,70741203.73,71965936.73,71071866.95,70251866.66,71014758.19,71675902.77,2733561.13,2563740.94,2469948.15,2416141.61,2407821.74,2337922.65,2235794.75,2127767.21,1985663.4,1893628.07,1783231.92,1659284.77,1585990.87,1505972.99,1372733.37,1304276.84,1215927.88,1164295.41,1096938.87,1060627.56,1035291.32,1015975.06,999190.16,978190.82,958688.19,945737.53,926156.98,903072.55,886033.41,872471.4,12666685.77,12826463.26,12972913.55,13144452.58,13284135.78,13391983.36,13475968.69,13566580.42,13681062.73,13840448.16,13972192.88,14119956.5,14283384.15,14460564.68,14597432.22,14781519.1,14918217.74,15084763.76,15257523.82,15413125.08,15584792.79,15742268.01,15935844.59,16111025.75,16284370.61,16510343.92,16648844.92,16782563.88,16905647.02,17011851.03
